Période;ID client;AGE;situation familiale;date entrée en relation LCL;capacité juridique;régime matrimonial;Nombre d'enfants;Age enfant 1;Age enfant 2;Age enfant 3;Age enfant 4;Age enfant 5;CSP
AOUT;03-A0-DE-B4;19;Célibataire;06/07/2022;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT GRANDES ECOLES
AOUT;03-B3-87-5A;62;Célibataire;01/01/1988;Capable;Pas de régime (non marié);0;0;0;0;0;0;ANCIEN CADRE PROF. LIB. PROF. INTER
AOUT;03-E3-A2-68;20;Célibataire;21/09/2022;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;03-F6-A0-5B;25;Célibataire;08/11/2005;Capable;0;0;0;0;0;0;0;ETUDIANT AUTRE QUE 8401 ET 8402
AOUT;04-14-2A-E8;32;Célibataire;19/09/2012;Capable;Pas de régime (non marié);0;0;0;0;0;0;MEDECIN SPECIALISTE LIBERAL
AOUT;04-18-86-B8;42;Célibataire;23/08/2021;Capable;0;0;0;0;0;0;0;CADRE D'ENTREPRISE
AOUT;04-18-86-B8;42;Célibataire;23/08/2021;Capable;Pas de régime (non marié);0;0;0;0;0;0;CADRE D'ENTREPRISE
AOUT;04-1F-0D-BB;32;Célibataire;05/09/2013;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT GRANDES ECOLES
AOUT;04-29-50-5B;15;Célibataire;07/02/2017;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;04-44-0C-03;34;Célibataire;27/01/2015;Capable;Pas de régime (non marié);0;0;0;0;0;0;TECHNIC. CONTREMAIT. AGT MAITRISE
AOUT;04-44-B6-B2;21;Célibataire;26/07/2023;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT GRANDES ECOLES
AOUT;04-4D-77-B8;4;Célibataire;13/10/2020;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;04-50-FD-B6;83;Marié(e);28/09/1977;Capable;0;0;0;0;0;0;0;RETRAITE (SANS PRECISION)
AOUT;04-50-FD-B6;83;Marié(e);28/09/1977;Capable;Régime de droit étranger;0;0;0;0;0;0;RETRAITE (SANS PRECISION)
AOUT;04-78-31-0B;64;Marié(e);01/01/1983;Capable;Communauté réduite aux acquets;0;0;0;0;0;0;EMPLOYE DE COMMERCE
AOUT;04-87-D4-11;39;Célibataire;21/09/2014;Capable;Pas de régime (non marié);1;6;0;0;0;0;EMPLOYE ADM. DES ENTREPRISES
AOUT;04-B2-98-66;3;Divorcé(e);01/03/1992;Capable;0;0;0;0;0;0;0;TECHNIC. CONTREMAIT. AGT MAITRISE
AOUT;04-BF-A1-2F;40;Pacsé(e);19/07/2023;Capable;0;0;0;0;0;0;0;CADRE D'ENTREPRISE
AOUT;04-D2-CC-82;25;Célibataire;13/09/2018;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT AUTRE QUE 8401 ET 8402
AOUT;04-F2-2F-06;48;Célibataire;22/06/2020;Capable;0;0;0;0;0;0;0;EMPLOYE ADM. DES ENTREPRISES
AOUT;04-F2-2F-06;48;Célibataire;22/06/2020;Capable;Pas de régime (non marié);0;0;0;0;0;0;EMPLOYE ADM. DES ENTREPRISES
AOUT;04-F4-FE-F4;33;Célibataire;15/03/2018;Capable;0;1;3;0;0;0;0;EMPLOYE ADM. DES ENTREPRISES
AOUT;04-F4-FE-F4;33;Célibataire;15/03/2018;Capable;Pas de régime (non marié);1;3;0;0;0;0;EMPLOYE ADM. DES ENTREPRISES
AOUT;04-FB-32-F0;7;Célibataire;05/07/2017;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;05-1A-3E-75;47;Célibataire;28/10/2010;Capable;Pas de régime (non marié);0;0;0;0;0;0;EMPLOYE ADM. DES ENTREPRISES
AOUT;05-1E-F7-C9;32;Marié(e);27/04/2021;Capable;0;0;0;0;0;0;0;CADRE D'ENTREPRISE
AOUT;05-1E-F7-C9;32;Marié(e);27/04/2021;Capable;Communauté réduite aux acquets;0;0;0;0;0;0;CADRE D'ENTREPRISE
AOUT;05-25-42-F9;42;Marié(e);05/05/2022;Capable;0;0;0;0;0;0;0;EMPLOYE FCT PUBLIQUE
AOUT;05-25-42-F9;42;Marié(e);05/05/2022;Capable;Communauté réduite aux acquets;0;0;0;0;0;0;EMPLOYE FCT PUBLIQUE
AOUT;05-2B-1A-0D;3;Veuf (veuve);01/01/1981;Capable;Pas de régime (non marié);4;61;63;64;67;0;RETRAITE (SANS PRECISION)
AOUT;05-2B-CF-A2;73;Marié(e);01/01/1978;Capable;Régime légal à compter du 01/02/1966;0;0;0;0;0;0;ANCIEN CADRE PROF. LIB. PROF. INTER
AOUT;05-36-BE-7E;33;Célibataire;28/03/2013;Capable;Pas de régime (non marié);0;0;0;0;0;0;CADRE FCT PUBLIQUE
AOUT;05-40-F5-55;33;Célibataire;24/09/2020;Capable;Pas de régime (non marié);0;0;0;0;0;0;OUVRIERS
AOUT;05-42-5A-1D;49;Célibataire;30/11/2009;Capable;0;3;24;21;14;0;0;EMPLOYE FCT PUBLIQUE
AOUT;05-42-5A-1D;49;Célibataire;30/11/2009;Capable;Pas de régime (non marié);3;24;21;14;0;0;EMPLOYE FCT PUBLIQUE
AOUT;05-47-4C-EE;39;Célibataire;02/07/2001;Capable;Pas de régime (non marié);0;0;0;0;0;0;PROFESSEUR ET ASSIMILE
AOUT;05-60-3C-3F;18;Célibataire;07/02/2018;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;05-74-14-28;21;Célibataire;23/08/2021;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT GRANDES ECOLES
AOUT;05-99-A2-17;36;Célibataire;13/09/2011;Capable;Pas de régime (non marié);0;0;0;0;0;0;OUVRIERS
AOUT;05-B7-C1-18;84;Marié(e);22/06/1994;Capable;Régime légal à compter du 01/02/1966;3;37;35;29;0;0;RETRAITE (SANS PRECISION)
AOUT;05-C7-5E-47;41;Célibataire;29/01/2018;Capable;Pas de régime (non marié);0;0;0;0;0;0;EMPLOYE DE COMMERCE
AOUT;05-DD-A8-56;15;Célibataire;07/10/2008;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;05-F6-E9-87;18;Célibataire;12/06/2019;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;06-49-B7-E2;31;Célibataire;04/10/2018;Capable;Pas de régime (non marié);1;3;0;0;0;0;ELEVE
AOUT;06-77-A6-1D;4;Célibataire;01/06/2020;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;06-7B-36-1C;76;Marié(e);26/11/2004;Capable;Communauté réduite aux acquets;0;0;0;0;0;0;ANCIEN CADRE PROF. LIB. PROF. INTER
AOUT;06-A6-B3-F2;76;Marié(e);29/11/1994;Capable;0;0;0;0;0;0;0;ANCIEN EMPLOYE OUVRIER
AOUT;06-A6-B3-F2;76;Marié(e);29/11/1994;Capable;Régime légal à compter du 01/02/1966;0;0;0;0;0;0;ANCIEN EMPLOYE OUVRIER
AOUT;06-C1-19-DE;5;Célibataire;07/01/2020;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;06-CD-33-E3;36;Marié(e);06/02/2018;Capable;0;2;4;1;0;0;0;EMPLOYE FCT PUBLIQUE
AOUT;06-CD-33-E3;36;Marié(e);06/02/2018;Capable;Communauté réduite aux acquets;2;4;1;0;0;0;EMPLOYE FCT PUBLIQUE
AOUT;06-CE-58-27;35;Célibataire;30/09/2014;Capable;Pas de régime (non marié);0;0;0;0;0;0;EMPLOYE DE COMMERCE
AOUT;06-D7-ED-E0;45;Marié(e);18/10/2010;Capable;Régime de droit étranger;3;12;9;5;0;0;EMPLOYE ADM. DES ENTREPRISES
AOUT;06-F2-86-93;4;Célibataire;07/04/2021;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;07-0C-A0-C7;45;Célibataire;23/04/2014;Capable;Pas de régime (non marié);0;0;0;0;0;0;AVOCAT, AVOUE
AOUT;07-17-02-A9;41;Célibataire;28/01/2019;Capable;Pas de régime (non marié);1;7;0;0;0;0;CADRE D'ENTREPRISE
AOUT;07-2F-79-07;28;Célibataire;11/02/2021;Capable;Pas de régime (non marié);2;5;2;0;0;0;OUVRIERS
AOUT;07-35-D2-8E;47;Célibataire;21/12/2004;Capable;Pas de régime (non marié);3;11;8;4;0;0;CHIRURGIEN DENTISTE
AOUT;07-59-35-28;71;Marié(e);24/01/1990;Capable;Communauté réduite aux acquets;2;36;34;0;0;0;OUVRIERS
AOUT;07-5C-20-2B;46;Célibataire;29/09/1991;Capable;Pas de régime (non marié);1;4;0;0;0;0;CADRE D'ENTREPRISE
AOUT;07-66-E6-86;59;Marié(e);24/06/1999;Capable;Communauté réduite aux acquets;0;0;0;0;0;0;SANS ACTIV. PROF. - 60 ANS
AOUT;07-74-66-3F;14;Célibataire;14/10/2016;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;07-7E-22-ED;45;Marié(e);05/05/2022;Capable;0;2;10;7;0;0;0;ARTISAN ALIMENTATION
AOUT;07-7E-22-ED;45;Marié(e);05/05/2022;Capable;Communauté réduite aux acquets;2;10;7;0;0;0;ARTISAN ALIMENTATION
AOUT;07-8E-8E-27;25;Célibataire;07/08/2017;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT AUTRE QUE 8401 ET 8402
AOUT;07-93-8E-61;31;Célibataire;13/09/2022;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT GRANDES ECOLES
AOUT;07-AF-D6-67;22;Célibataire;18/07/2023;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT GRANDES ECOLES
AOUT;07-B5-B3-A5;30;Célibataire;26/08/2019;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;07-C1-6A-C0;17;Célibataire;12/03/2007;Capable;0;0;0;0;0;0;0;ELEVE
AOUT;07-D8-86-3F;21;Célibataire;15/09/2021;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT GRANDES ECOLES
AOUT;07-E3-8D-71;22;Célibataire;10/08/2022;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT GRANDES ECOLES
AOUT;07-FF-B8-BC;29;Célibataire;30/08/2022;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT GRANDES ECOLES
AOUT;08-06-97-B6;36;Célibataire;20/09/2017;Capable;0;0;0;0;0;0;0;CADRE D'ENTREPRISE
AOUT;08-06-97-B6;36;Célibataire;20/09/2017;Capable;Pas de régime (non marié);0;0;0;0;0;0;CADRE D'ENTREPRISE
AOUT;08-25-A0-63;53;Célibataire;08/11/2015;Capable;0;1;14;0;0;0;0;EMPLOYE FCT PUBLIQUE
AOUT;08-25-A0-63;53;Célibataire;08/11/2015;Capable;Pas de régime (non marié);1;14;0;0;0;0;EMPLOYE FCT PUBLIQUE
AOUT;08-25-D5-1B;57;Divorcé(e);07/04/1985;Capable;Pas de régime (non marié);3;23;23;18;0;0;EMPLOYE ADM. DES ENTREPRISES
AOUT;08-46-E3-38;18;Célibataire;20/08/2023;Capable;0;0;0;0;0;0;0;ELEVE
AOUT;08-46-E3-38;18;Célibataire;20/08/2023;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;08-60-1A-93;28;Célibataire;25/03/2022;Capable;Pas de régime (non marié);0;0;0;0;0;0;CADRE D'ENTREPRISE
AOUT;08-6E-5B-F2;69;Divorcé(e);21/01/1997;Capable;0;2;41;43;0;0;0;PERS. DES SERV. DIRECTS AUX PARTICUL
AOUT;08-6E-5B-F2;69;Divorcé(e);21/01/1997;Capable;Pas de régime (non marié);2;41;43;0;0;0;PERS. DES SERV. DIRECTS AUX PARTICUL
AOUT;08-70-5E-5A;22;Célibataire;20/06/2023;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;08-73-90-4D;19;Célibataire;13/08/2023;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT GRANDES ECOLES
AOUT;08-77-78-FE;35;Célibataire;02/08/2021;Capable;0;0;0;0;0;0;0;CADRE D'ENTREPRISE
AOUT;08-77-78-FE;35;Célibataire;02/08/2021;Capable;Pas de régime (non marié);0;0;0;0;0;0;CADRE D'ENTREPRISE
AOUT;08-A0-E5-F8;74;Marié(e);04/03/2002;Capable;0;3;52;46;43;0;0;OUVRIERS
AOUT;08-A0-E5-F8;74;Marié(e);04/03/2002;Capable;Séparation de biens;3;52;46;43;0;0;OUVRIERS
AOUT;08-AE-BB-F3;30;Célibataire;19/10/2022;Capable;Pas de régime (non marié);0;0;0;0;0;0;CADRE D'ENTREPRISE
AOUT;08-B3-45-76;27;Célibataire;17/09/2019;Capable;Pas de régime (non marié);0;0;0;0;0;0;CADRE D'ENTREPRISE
AOUT;08-C6-64-FC;24;Célibataire;14/12/2001;Capable;0;0;0;0;0;0;0;ELEVE
AOUT;08-C6-64-FC;24;Célibataire;14/12/2001;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;08-CE-4E-8E;39;Célibataire;25/08/2022;Capable;Pas de régime (non marié);0;0;0;0;0;0;SANS ACTIV. PROF. - 60 ANS
AOUT;08-EB-00-0B;20;Célibataire;20/11/2006;Capable;0;0;0;0;0;0;0;ELEVE
AOUT;08-EB-00-0B;20;Célibataire;20/11/2006;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;08-F4-C4-1B;76;Séparé(e);01/01/1973;Capable;Pas de régime (non marié);2;46;40;0;0;0;RETRAITE (SANS PRECISION)
AOUT;08-FA-D6-C8;30;Célibataire;22/07/2013;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT GRANDES ECOLES
AOUT;09-42-3C-BF;56;Marié(e);24/01/1985;Capable;Communauté réduite aux acquets;1;21;0;0;0;0;CADRE FCT PUBLIQUE
AOUT;09-5F-D0-91;71;Marié(e);14/06/2021;Capable;Communauté réduite aux acquets;0;0;0;0;0;0;RETRAITE (SANS PRECISION)
AOUT;09-62-09-F4;47;Célibataire;08/03/2015;Capable;Pas de régime (non marié);0;0;0;0;0;0;EMPLOYE ADM. DES ENTREPRISES
AOUT;09-7F-4D-4A;34;Célibataire;17/07/2008;Capable;Pas de régime (non marié);0;0;0;0;0;0;EMPLOYE DE COMMERCE
AOUT;09-86-15-23;79;Divorcé(e);17/02/1996;Capable;Pas de régime (non marié);0;0;0;0;0;0;RETRAITE (SANS PRECISION)
AOUT;09-89-4F-95;54;Séparé(e);17/07/1996;Capable;Communauté réduite aux acquets;1;22;0;0;0;0;OUVRIERS
AOUT;09-89-4F-95;54;Séparé(e);17/07/1996;Capable;Régime de droit étranger;1;22;0;0;0;0;OUVRIERS
AOUT;09-9E-2B-F4;30;Célibataire;01/09/2019;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT GRANDES ECOLES
AOUT;09-AB-FC-13;26;Célibataire;03/09/2018;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT GRANDES ECOLES
AOUT;09-EA-19-54;47;Célibataire;05/10/2022;Capable;Pas de régime (non marié);3;21;20;19;0;0;OUVRIERS
AOUT;09-EE-39-66;32;Célibataire;13/09/2010;Capable;Pas de régime (non marié);0;0;0;0;0;0;CADRE D'ENTREPRISE
AOUT;09-FB-C7-68;42;Marié(e);19/04/2009;Capable;Régime légal à compter du 01/02/1966;2;17;10;0;0;0;ETUDIANT AUTRE QUE 8401 ET 8402
AOUT;0A-01-D7-91;10;Célibataire;05/11/2014;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;0A-3B-EC-DE;17;Célibataire;16/01/2008;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;0A-3E-D0-EC;49;Marié(e);10/09/2002;Capable;Régime légal à compter du 01/02/1966;3;15;13;11;0;0;OUVRIERS
AOUT;0A-48-C3-82;47;Marié(e);27/11/2013;Capable;Communauté réduite aux acquets;5;11;7;6;19;17;SANS ACTIV. PROF. - 60 ANS
AOUT;0A-48-C3-82;47;Marié(e);27/11/2013;Capable;Pas de régime (non marié);5;11;7;6;19;17;SANS ACTIV. PROF. - 60 ANS
AOUT;0A-4B-B7-36;23;Célibataire;16/07/2023;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;0A-4E-40-C6;45;Célibataire;05/10/2000;Capable;Pas de régime (non marié);4;11;10;7;4;0;CHEF DE PETITE ENTREPRISE
AOUT;0A-7C-B2-FC;27;Célibataire;20/11/2018;Capable;Pas de régime (non marié);0;0;0;0;0;0;CADRE D'ENTREPRISE
AOUT;0A-82-BD-4B;24;Célibataire;17/01/2022;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT GRANDES ECOLES
AOUT;0A-89-99-2C;29;Célibataire;25/05/2004;Capable;Pas de régime (non marié);0;0;0;0;0;0;SANS ACTIV. PROF. - 60 ANS
AOUT;0A-8D-EB-36;81;Marié(e);31/08/1977;Capable;0;0;0;0;0;0;0;RETRAITE (SANS PRECISION)
AOUT;0A-8D-EB-36;81;Marié(e);31/08/1977;Capable;Communauté réduite aux acquets;0;0;0;0;0;0;RETRAITE (SANS PRECISION)
AOUT;0A-94-07-FC;42;Pacsé(e);17/07/2000;Capable;0;2;6;3;0;0;0;CADRE D'ENTREPRISE
AOUT;0A-94-07-FC;42;Pacsé(e);17/07/2000;Capable;Pas de régime (non marié);2;6;3;0;0;0;CADRE D'ENTREPRISE
AOUT;0A-97-C2-F7;21;Célibataire;20/09/2021;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT GRANDES ECOLES
AOUT;0A-B5-5B-54;53;Célibataire;18/11/2002;Capable;0;0;0;0;0;0;0;CADRE D'ENTREPRISE
AOUT;0A-B5-5B-54;53;Célibataire;18/11/2002;Capable;Pas de régime (non marié);0;0;0;0;0;0;CADRE D'ENTREPRISE
AOUT;0A-B8-E2-E4;25;Célibataire;13/10/2020;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;0A-BE-F5-B8;37;Marié(e);12/09/2010;Capable;Communauté réduite aux acquets;0;0;0;0;0;0;OUVRIERS
